encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
fruits,faces,replace,1,left,1,replacement,places,16,3,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/faces/lebron.png,stimuli/images/places/millau_bridge.png,stimuli/images/places/millau_bridge.png
places,faces,maintain,0,left,1,cued,NA,17,3,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/abby_wambach.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/yellow_sand_beach.png
places,fruits,maintain,2,left,1,novel,NA,18,3,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pink_lady.png
places,fruits,suppress,1,right,1,uncued,NA,19,5,0,stimuli/images/places/covered_bridge.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/covered_bridge.png
faces,places,suppress,3,right,1,novel,NA,20,5,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/danyang_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/red_sand_beach.png
faces,places,replace,2,right,1,uncued,fruits,21,4,0,stimuli/images/faces/blake_shelton.png,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/faces/blake_shelton.png
places,faces,replace,1,left,1,replacement,fruits,22,5,0,stimuli/images/places/mount_everest.png,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/pear03.png,stimuli/images/fruits/pear03.png
fruits,faces,suppress,3,right,1,novel,NA,23,3,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/joe_biden.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/seth_rogan.png
fruits,places,suppress,0,right,1,lure,NA,24,4,1,stimuli/images/fruits/pear05.png,stimuli/images/places/gherkin.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gherkin.png
places,fruits,suppress,0,left,2,lure,NA,1,4,0,stimuli/images/places/mount_everest.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_everest.png
places,fruits,replace,3,right,2,novel,faces,2,4,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/fruits/watermelon.png,stimuli/images/faces/abby_wambach.png,stimuli/images/places/california_beach.png
places,fruits,maintain,1,left,2,uncued,NA,3,5,0,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/fresh_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/fresh_fuji.png
faces,fruits,maintain,1,right,2,uncued,NA,4,5,0,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/angela_merkel.png
places,fruits,replace,2,left,2,uncued,faces,5,4,0,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/whole_pears.png
fruits,places,suppress,2,right,2,uncued,NA,6,5,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/unique_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes02.png
fruits,faces,maintain,2,right,2,novel,NA,7,4,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/black_grapes.png
faces,places,maintain,3,right,2,novel,NA,8,3,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/glass_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/pont_du_gard.png
faces,places,suppress,2,right,2,uncued,NA,9,5,0,stimuli/images/faces/rand_paul.png,stimuli/images/places/aoraki.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/rand_paul.png
places,faces,replace,0,left,2,lure,fruits,10,4,0,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/pear05.png,stimuli/images/places/danyang_bridge.png
faces,fruits,replace,2,left,2,uncued,places,11,3,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/cinderella_castle.png,stimuli/images/fruits/mixed_grapes.png
fruits,places,suppress,3,left,2,novel,NA,12,3,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/harvard.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/brooklyn_bridge.png
places,faces,replace,3,right,2,novel,fruits,13,3,0,stimuli/images/places/matterhorn.png,stimuli/images/faces/lebron.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/capilano_bridge.png
faces,fruits,suppress,0,left,2,lure,NA,14,5,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/gala_apple.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/brad_pitt.png
faces,places,replace,1,left,2,replacement,fruits,15,3,0,stimuli/images/faces/alex_rodriguez.png,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/fruits/cut_cantaloupe.png
fruits,faces,replace,0,right,2,lure,places,16,3,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/faces/kobe_bryant.png,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/kobe_bryant.png
faces,fruits,suppress,3,left,2,novel,NA,17,3,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/green_pear.png
fruits,faces,suppress,1,right,2,uncued,NA,18,5,0,stimuli/images/fruits/pear03.png,stimuli/images/faces/mila_kunis.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/pear03.png
fruits,faces,maintain,3,left,2,novel,NA,19,5,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/penelope_cruz.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/sliced_watermelon03.png
faces,places,maintain,0,left,2,cued,NA,20,4,0,stimuli/images/faces/jj_watt.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/jj_watt.png
places,faces,suppress,1,right,2,uncued,NA,21,5,0,stimuli/images/places/alamo.png,stimuli/images/faces/blake_shelton.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/alamo.png
places,faces,maintain,2,left,2,novel,NA,22,4,0,stimuli/images/places/covered_bridge.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/nicki_minaj.png
fruits,places,replace,1,right,2,replacement,faces,23,4,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/george_clooney.png,stimuli/images/faces/george_clooney.png
fruits,places,maintain,0,left,2,cued,NA,24,3,1,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/millau_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/mixed_grapes05.png
fruits,places,suppress,1,right,3,uncued,NA,1,3,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/glass_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cantaloupe_sliced03.png
fruits,faces,suppress,0,left,3,lure,NA,2,3,0,stimuli/images/fruits/watermelon.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/watermelon.png
places,fruits,suppress,3,right,3,novel,NA,3,3,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/pear05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/apple03c.png
faces,fruits,replace,1,right,3,replacement,places,4,3,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/unique_mountains.png,stimuli/images/places/unique_mountains.png
faces,places,replace,3,left,3,novel,fruits,5,5,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/harvard.png,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/morgan_freeman.png
places,faces,suppress,3,right,3,novel,NA,6,4,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/faces/lebron.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mountains1.png
places,fruits,maintain,0,right,3,cued,NA,7,4,0,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/gala_apple_leaf.png
faces,fruits,suppress,2,right,3,uncued,NA,8,4,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/sliced_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/penelope_cruz.png
fruits,places,replace,0,right,3,lure,faces,9,5,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/distant_mountains.png,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/distant_mountains.png
places,faces,suppress,0,right,3,lure,NA,10,4,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/alex_rodriguez.png
fruits,faces,maintain,1,left,3,uncued,NA,11,4,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/aaron_rodgers.png
places,fruits,replace,1,right,3,replacement,faces,12,4,0,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/joe_biden.png,stimuli/images/faces/joe_biden.png
fruits,faces,replace,3,right,3,novel,places,13,3,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/mila_kunis.png,stimuli/images/places/mount_everest.png,stimuli/images/fruits/black_grapes02.png
faces,places,suppress,1,right,3,uncued,NA,14,4,0,stimuli/images/faces/kobe_bryant.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/kobe_bryant.png
faces,places,replace,0,left,3,lure,fruits,15,3,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/justin_bieber.png
faces,fruits,maintain,0,left,3,cued,NA,16,5,0,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/mixed_grapes.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/angela_merkel.png
fruits,faces,replace,2,left,3,uncued,places,17,3,0,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/rand_paul.png,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/rand_paul.png
places,faces,replace,2,right,3,uncued,fruits,18,5,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/royal_albert_hall.png
fruits,places,maintain,2,left,3,novel,NA,19,5,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/yellow_sand_beach.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/black_beach_surf.png
places,faces,maintain,1,left,3,uncued,NA,20,3,0,stimuli/images/places/matterhorn.png,stimuli/images/faces/blake_shelton.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/blake_shelton.png
places,fruits,suppress,2,left,3,uncued,NA,21,5,0,stimuli/images/places/covered_bridge.png,stimuli/images/fruits/leaning_pears.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/leaning_pears.png
fruits,places,maintain,3,left,3,novel,NA,22,4,0,stimuli/images/fruits/pear03.png,stimuli/images/places/gherkin.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/sunset_beach.png
faces,fruits,maintain,3,left,3,novel,NA,23,5,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/taylor_swift.png
faces,places,maintain,2,right,3,novel,NA,24,5,1,stimuli/images/faces/george_clooney.png,stimuli/images/places/alamo.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/mia_hamm.png
fruits,places,suppress,3,right,4,novel,NA,1,5,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/harvard.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/red_grapes04.png
fruits,places,replace,1,left,4,replacement,faces,2,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/places/mount_fuji.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/faces/zoe_saldana.png
places,fruits,replace,2,right,4,uncued,faces,3,3,0,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/rihanna.png,stimuli/images/places/glass_bridge.png
faces,places,maintain,0,right,4,cued,NA,4,3,0,stimuli/images/faces/lebron.png,stimuli/images/places/cinderella_castle.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/cinderella_castle.png
fruits,faces,suppress,1,left,4,uncued,NA,5,5,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/ryan_reynolds.png
faces,places,maintain,3,left,4,novel,NA,6,3,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/mediterranean_beach.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/drake.png
places,fruits,suppress,0,right,4,lure,NA,7,4,0,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/canteloupe_sliced04.png
fruits,places,suppress,2,left,4,uncued,NA,8,5,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/mount_everest.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_everest.png
fruits,faces,replace,0,left,4,lure,places,9,5,0,stimuli/images/fruits/pear05.png,stimuli/images/faces/mila_kunis.png,stimuli/images/places/aoraki.png,stimuli/images/fruits/pear05.png
places,fruits,maintain,1,right,4,uncued,NA,10,5,0,stimuli/images/places/danyang_bridge.png,stimuli/images/fruits/sliced_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/danyang_bridge.png
faces,places,replace,1,right,4,replacement,fruits,11,3,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/honeydew_half.png,stimuli/images/fruits/honeydew_half.png
places,faces,maintain,2,right,4,novel,NA,12,3,0,stimuli/images/places/covered_bridge.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/alpamayo.png
fruits,places,maintain,0,right,4,cued,NA,13,4,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/skyway_bridge.png
faces,fruits,suppress,3,right,4,novel,NA,14,3,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/selena_gomez.png
faces,fruits,replace,2,right,4,uncued,places,15,4,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/penelope_cruz.png
places,faces,replace,3,left,4,novel,fruits,16,3,0,stimuli/images/places/unique_mountains.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/whole_pears.png,stimuli/images/places/python_bridge.png
places,faces,replace,0,right,4,lure,fruits,17,5,0,stimuli/images/places/alamo.png,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/joe_biden.png
faces,places,suppress,2,left,4,uncued,NA,18,4,0,stimuli/images/faces/kobe_bryant.png,stimuli/images/places/matterhorn.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/matterhorn.png
faces,fruits,maintain,1,left,4,uncued,NA,19,5,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/watermelon.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/watermelon.png
faces,fruits,suppress,0,right,4,lure,NA,20,4,0,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes02.png
places,fruits,replace,3,left,4,novel,faces,21,4,0,stimuli/images/places/gherkin.png,stimuli/images/fruits/pear03.png,stimuli/images/faces/jj_watt.png,stimuli/images/fruits/honeydew_melon.png
places,faces,suppress,1,left,4,uncued,NA,22,5,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/angela_merkel.png
fruits,faces,maintain,2,left,4,novel,NA,23,3,0,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/faces/rand_paul.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/jay_z.png
fruits,faces,maintain,3,right,4,novel,NA,24,4,1,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/george_clooney.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/honeycrisp_apple.png
fruits,places,suppress,1,left,5,uncued,NA,1,5,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/unique_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/unique_mountains.png
places,faces,suppress,0,left,5,lure,NA,2,5,0,stimuli/images/places/flatiron_building.png,stimuli/images/faces/abby_wambach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/flatiron_building.png
places,fruits,suppress,2,right,5,uncued,NA,3,4,0,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/gala_apple.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/millau_bridge.png
fruits,faces,maintain,1,right,5,uncued,NA,4,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/lebron.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/green_grapes.png
places,fruits,maintain,0,left,5,cued,NA,5,5,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/mediterranean_beach.png
fruits,places,maintain,2,right,5,novel,NA,6,4,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/harvard.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/sagrada_familia.png
fruits,faces,suppress,0,right,5,lure,NA,7,4,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/scarlett_johansson.png
fruits,faces,replace,3,left,5,novel,places,8,4,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/mount_fuji.png,stimuli/images/faces/marco_rubio.png
faces,places,replace,3,right,5,novel,fruits,9,5,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/aoraki.png,stimuli/images/fruits/mixed_grapes.png,stimuli/images/faces/jason_statham.png
fruits,places,maintain,3,right,5,novel,NA,10,3,0,stimuli/images/fruits/pear05.png,stimuli/images/places/royal_albert_hall.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/swedish_bridge.png
places,faces,replace,2,left,5,uncued,fruits,11,5,0,stimuli/images/places/covered_bridge.png,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/watermelon.png,stimuli/images/faces/kobe_bryant.png
faces,fruits,maintain,0,right,5,cued,NA,12,3,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/honeydew_half.png
places,fruits,suppress,3,left,5,novel,NA,13,3,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/red_grapes05.png
places,faces,suppress,3,left,5,novel,NA,14,4,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/mila_kunis.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/miranda_lambert.png
fruits,places,replace,0,left,5,lure,faces,15,4,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/alex_rodriguez.png,stimuli/images/fruits/leaning_pears.png
faces,fruits,replace,1,left,5,replacement,places,16,3,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/glass_bridge.png,stimuli/images/places/glass_bridge.png
faces,fruits,maintain,3,right,5,novel,NA,17,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/apple03b.png
places,fruits,replace,1,left,5,replacement,faces,18,3,0,stimuli/images/places/alamo.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/justin_bieber.png,stimuli/images/faces/justin_bieber.png
fruits,faces,replace,2,right,5,uncued,places,19,5,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/rand_paul.png,stimuli/images/places/matterhorn.png,stimuli/images/fruits/canteloupe_sliced04.png
faces,places,maintain,2,left,5,novel,NA,20,3,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/mount_everest.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/shell_beach.png
faces,fruits,suppress,2,left,5,uncued,NA,21,3,0,stimuli/images/faces/george_clooney.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes05.png
faces,places,replace,0,right,5,lure,fruits,22,5,0,stimuli/images/faces/angela_merkel.png,stimuli/images/places/skyway_bridge.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/places/skyway_bridge.png
places,faces,maintain,1,right,5,uncued,NA,23,5,0,stimuli/images/places/distant_mountains.png,stimuli/images/faces/blake_shelton.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/distant_mountains.png
faces,places,suppress,1,left,5,uncued,NA,24,3,1,stimuli/images/faces/macklemore.png,stimuli/images/places/gherkin.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gherkin.png
places,fruits,maintain,2,right,6,novel,NA,1,4,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear06.png
faces,fruits,replace,3,left,6,novel,places,2,5,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/covered_bridge.png,stimuli/images/fruits/casaba_melon.png
faces,places,suppress,0,right,6,lure,NA,3,3,0,stimuli/images/faces/lebron.png,stimuli/images/places/mount_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_fuji.png
places,faces,maintain,3,right,6,novel,NA,4,4,0,stimuli/images/places/harvard.png,stimuli/images/faces/mila_kunis.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/black_beach_iceland.png
faces,places,suppress,3,left,6,novel,NA,5,5,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/yellow_sand_beach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_huang.png
fruits,faces,maintain,0,right,6,cued,NA,6,4,0,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ryan_reynolds.png
faces,fruits,replace,0,left,6,lure,places,7,3,0,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/places/flatiron_building.png,stimuli/images/faces/zoe_saldana.png
faces,places,replace,2,left,6,uncued,fruits,8,3,0,stimuli/images/faces/george_clooney.png,stimuli/images/places/cinderella_castle.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/cinderella_castle.png
places,faces,suppress,2,left,6,uncued,NA,9,4,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/alex_rodriguez.png
fruits,faces,replace,1,right,6,replacement,places,10,4,0,stimuli/images/fruits/pear05.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/alamo.png,stimuli/images/places/alamo.png
fruits,faces,suppress,2,right,6,uncued,NA,11,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/green_grapes.png
