encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
fruits,places,suppress,1,left,2,uncued,NA,16,5,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/places/aoraki.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/aoraki.png
fruits,faces,maintain,1,left,2,uncued,NA,17,4,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/faces/justin_bieber.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/justin_bieber.png
faces,places,maintain,1,right,2,uncued,NA,18,4,0,stimuli/images/faces/rand_paul.png,stimuli/images/places/cinderella_castle.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/rand_paul.png
places,faces,suppress,0,right,2,lure,NA,19,4,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/aaron_rodgers.png
faces,fruits,replace,2,right,2,uncued,places,20,5,0,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/millau_bridge.png,stimuli/images/faces/angela_merkel.png
places,faces,replace,3,right,2,novel,fruits,21,4,0,stimuli/images/places/mount_fuji.png,stimuli/images/faces/macklemore.png,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/marco_rubio.png
places,faces,maintain,1,right,2,uncued,NA,22,3,0,stimuli/images/places/flatiron_building.png,stimuli/images/faces/jj_watt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/flatiron_building.png
faces,places,replace,2,left,2,uncued,fruits,23,3,0,stimuli/images/faces/joe_biden.png,stimuli/images/places/piza.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/piza.png
places,fruits,replace,0,right,2,lure,faces,24,5,1,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/watermelon.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/watermelon.png
places,faces,maintain,0,left,3,cued,NA,1,3,0,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/jj_watt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/danyang_bridge.png
fruits,places,suppress,0,right,3,lure,NA,2,5,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/skyway_bridge.png
faces,places,replace,1,right,3,replacement,fruits,3,5,0,stimuli/images/faces/mila_kunis.png,stimuli/images/places/mount_everest.png,stimuli/images/fruits/green_grapes.png,stimuli/images/fruits/green_grapes.png
places,fruits,maintain,2,right,3,novel,NA,4,5,0,stimuli/images/places/harvard.png,stimuli/images/fruits/pear05.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/himalayas.png
fruits,faces,replace,1,right,3,replacement,places,5,3,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/unique_mountains.png,stimuli/images/places/unique_mountains.png
places,faces,suppress,3,right,3,novel,NA,6,3,0,stimuli/images/places/matterhorn.png,stimuli/images/faces/lebron.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/lucy_liu.png
places,faces,replace,1,right,3,replacement,fruits,7,4,0,stimuli/images/places/gherkin.png,stimuli/images/faces/george_clooney.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/fruits/cut_cantaloupe.png
faces,places,suppress,2,right,3,uncued,NA,8,4,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/millau_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/abby_wambach.png
fruits,places,maintain,2,right,3,novel,NA,9,5,0,stimuli/images/fruits/pear03.png,stimuli/images/places/alamo.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/red_grapes.png
places,faces,replace,2,left,3,uncued,fruits,10,3,0,stimuli/images/places/mount_fuji.png,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/kobe_bryant.png
fruits,faces,suppress,3,left,3,novel,NA,11,4,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/bosc_pear.png
fruits,places,replace,3,right,3,novel,faces,12,3,0,stimuli/images/fruits/gala_apple.png,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/macklemore.png,stimuli/images/fruits/sliced_honeydew02.png
fruits,faces,replace,2,right,3,uncued,places,13,3,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/rihanna.png,stimuli/images/places/mediterranean_beach.png,stimuli/images/fruits/leaning_pears.png
faces,fruits,suppress,2,left,3,uncued,NA,14,3,0,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/honeydew_melon02.png
places,fruits,maintain,1,left,3,uncued,NA,15,5,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/canteloupe_sliced04.png
places,fruits,replace,3,right,3,novel,faces,16,4,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/pear06.png
fruits,faces,maintain,0,left,3,cued,NA,17,4,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/faces/joe_biden.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/mixed_grapes.png
faces,fruits,suppress,1,left,3,uncued,NA,18,3,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/gala_apple_leaf.png
faces,places,maintain,0,right,3,cued,NA,19,5,0,stimuli/images/faces/angela_merkel.png,stimuli/images/places/covered_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/covered_bridge.png
fruits,places,maintain,1,left,3,uncued,NA,20,5,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/yellow_sand_beach.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/yellow_sand_beach.png
faces,fruits,replace,0,left,3,lure,places,21,4,0,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/flatiron_building.png,stimuli/images/faces/blake_shelton.png
places,fruits,suppress,0,right,3,lure,NA,22,4,0,stimuli/images/places/piza.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes05.png
faces,fruits,maintain,3,left,3,novel,NA,23,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/watermelon.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/miranda_lambert.png
faces,places,suppress,3,right,3,novel,NA,24,5,1,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/royal_albert_hall.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/jason_statham.png
fruits,faces,maintain,1,right,4,uncued,NA,1,4,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/faces/george_clooney.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/mixed_grapes02.png
fruits,faces,suppress,0,left,4,lure,NA,2,5,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/macklemore.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/halved_watermelon02.png
places,faces,maintain,1,left,4,uncued,NA,3,3,0,stimuli/images/places/matterhorn.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/zoe_saldana.png
faces,fruits,replace,1,left,4,replacement,places,4,4,0,stimuli/images/faces/jj_watt.png,stimuli/images/fruits/pear05.png,stimuli/images/places/mount_everest.png,stimuli/images/places/mount_everest.png
places,fruits,replace,0,left,4,lure,faces,5,5,0,stimuli/images/places/gherkin.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/gherkin.png
faces,fruits,replace,2,left,4,uncued,places,6,3,0,stimuli/images/faces/mila_kunis.png,stimuli/images/fruits/pear03.png,stimuli/images/places/harvard.png,stimuli/images/fruits/pear03.png
fruits,places,suppress,1,right,4,uncued,NA,7,3,0,stimuli/images/fruits/gala_apple.png,stimuli/images/places/distant_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/gala_apple.png
faces,places,replace,2,right,4,uncued,fruits,8,4,0,stimuli/images/faces/lebron.png,stimuli/images/places/aoraki.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/lebron.png
fruits,places,replace,0,right,4,lure,faces,9,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/rihanna.png,stimuli/images/places/danyang_bridge.png
fruits,faces,replace,3,right,4,novel,places,10,5,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/faces/angela_merkel.png,stimuli/images/places/mount_fuji.png,stimuli/images/faces/bill_clinton.png
fruits,places,maintain,3,right,4,novel,NA,11,5,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/places/millau_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/alpamayo.png
places,fruits,suppress,2,left,4,uncued,NA,12,3,0,stimuli/images/places/cinderella_castle.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cantaloupe_sliced03.png
places,fruits,maintain,3,right,4,novel,NA,13,5,0,stimuli/images/places/unique_mountains.png,stimuli/images/fruits/leaning_pears.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/casaba_melon.png
places,faces,suppress,0,left,4,lure,NA,14,5,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/faces/penelope_cruz.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mediterranean_beach.png
places,fruits,suppress,1,right,4,uncued,NA,15,3,0,stimuli/images/places/skyway_bridge.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/skyway_bridge.png
places,faces,maintain,2,left,4,novel,NA,16,5,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/anne_hathaway.png
fruits,places,suppress,2,right,4,uncued,NA,17,4,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/flatiron_building.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes.png
fruits,faces,maintain,2,right,4,novel,NA,18,4,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/faces/kobe_bryant.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/lindsey_vonn.png
faces,places,suppress,0,left,4,lure,NA,19,5,0,stimuli/images/faces/joe_biden.png,stimuli/images/places/alamo.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/joe_biden.png
faces,places,replace,3,right,4,novel,fruits,20,3,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/brooklyn_bridge.png
places,faces,replace,3,left,4,novel,fruits,21,4,0,stimuli/images/places/glass_bridge.png,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/carly_fiorina.png
faces,fruits,maintain,0,right,4,cued,NA,22,3,0,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/honeydew_melon02.png
faces,places,maintain,1,left,4,uncued,NA,23,4,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/covered_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/covered_bridge.png
faces,fruits,suppress,3,right,4,novel,NA,24,3,1,stimuli/images/faces/rand_paul.png,stimuli/images/fruits/watermelon.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/green_pear.png
faces,places,replace,1,left,5,replacement,fruits,1,4,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/matterhorn.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/fruits/sliced_fuji.png
fruits,faces,suppress,3,right,5,novel,NA,2,3,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/rihanna.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes04.png
fruits,places,replace,3,left,5,novel,faces,3,5,0,stimuli/images/fruits/pear05.png,stimuli/images/places/alamo.png,stimuli/images/faces/george_clooney.png,stimuli/images/fruits/cantaloupe_sliced.png
faces,fruits,suppress,1,right,5,uncued,NA,4,5,0,stimuli/images/faces/jj_watt.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/jj_watt.png
places,fruits,suppress,0,left,5,lure,NA,5,4,0,stimuli/images/places/harvard.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/harvard.png
faces,places,maintain,0,left,5,cued,NA,6,3,0,stimuli/images/faces/macklemore.png,stimuli/images/places/mount_everest.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/macklemore.png
faces,fruits,suppress,2,right,5,uncued,NA,7,5,0,stimuli/images/faces/mila_kunis.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/mila_kunis.png
faces,fruits,maintain,3,right,5,novel,NA,8,3,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/pear03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/whole_cantaloupe.png
places,faces,maintain,0,right,5,cued,NA,9,4,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/angela_merkel.png
faces,places,suppress,2,left,5,uncued,NA,10,4,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/gherkin.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gherkin.png
fruits,faces,replace,2,left,5,uncued,places,11,3,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/aoraki.png,stimuli/images/faces/aaron_rodgers.png
places,faces,suppress,3,left,5,novel,NA,12,3,0,stimuli/images/places/mount_fuji.png,stimuli/images/faces/kobe_bryant.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/freedom_beach.png
faces,places,suppress,3,left,5,novel,NA,13,4,0,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/millau_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/george_bush.png
fruits,places,maintain,1,right,5,uncued,NA,14,5,0,stimuli/images/fruits/gala_apple.png,stimuli/images/places/flatiron_building.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/gala_apple.png
places,fruits,maintain,1,right,5,uncued,NA,15,5,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/distant_mountains.png
fruits,faces,replace,1,left,5,replacement,places,16,5,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/abby_wambach.png,stimuli/images/places/covered_bridge.png,stimuli/images/places/covered_bridge.png
fruits,places,suppress,0,left,5,lure,NA,17,4,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/unique_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes02.png
places,faces,replace,2,right,5,uncued,fruits,18,4,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/yellow_sand_beach.png
fruits,faces,maintain,0,right,5,cued,NA,19,4,0,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/lebron.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/lebron.png
faces,fruits,replace,0,right,5,lure,places,20,3,0,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/mixed_grapes.png
places,faces,replace,1,left,5,replacement,fruits,21,3,0,stimuli/images/places/skyway_bridge.png,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/fruits/honeydew_melon02.png
fruits,places,maintain,2,left,5,novel,NA,22,3,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/danyang_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/red_delicious.png
places,fruits,maintain,2,left,5,novel,NA,23,5,0,stimuli/images/places/piza.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/kailash.png
places,fruits,replace,3,left,5,novel,faces,24,5,1,stimuli/images/places/mediterranean_beach.png,stimuli/images/fruits/watermelon.png,stimuli/images/faces/rand_paul.png,stimuli/images/fruits/black_grapes05.png
faces,places,suppress,1,right,6,uncued,NA,1,4,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/yellow_sand_beach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/justin_bieber.png
places,fruits,maintain,0,left,6,cued,NA,2,4,0,stimuli/images/places/skyway_bridge.png,stimuli/images/fruits/mixed_grapes.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/skyway_bridge.png
faces,places,maintain,2,left,6,novel,NA,3,5,0,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/mount_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/sajama.png
places,faces,replace,0,right,6,lure,fruits,4,4,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/kobe_bryant.png
faces,fruits,maintain,2,right,6,novel,NA,5,5,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ted_cruz.png
places,fruits,suppress,3,right,6,novel,NA,6,3,0,stimuli/images/places/harvard.png,stimuli/images/fruits/pear05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gray_beach.png
places,faces,maintain,3,right,6,novel,NA,7,5,0,stimuli/images/places/alamo.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/donghai_bridge.png
fruits,faces,suppress,2,right,6,uncued,NA,8,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/green_grapes.png
faces,places,replace,0,left,6,lure,fruits,9,3,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/pear03.png,stimuli/images/faces/penelope_cruz.png
faces,places,maintain,3,right,6,novel,NA,10,3,0,stimuli/images/faces/rihanna.png,stimuli/images/places/aoraki.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/k2.png
places,fruits,replace,1,left,6,replacement,faces,11,5,0,stimuli/images/places/matterhorn.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/faces/abby_wambach.png,stimuli/images/faces/abby_wambach.png
fruits,faces,replace,0,right,6,lure,places,12,3,0,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/gherkin.png,stimuli/images/faces/aaron_rodgers.png
