encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
fruits,faces,suppress,2,left,2,uncued,NA,4,3,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/penelope_cruz.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/penelope_cruz.png
places,fruits,replace,3,left,2,novel,faces,5,4,0,stimuli/images/places/gherkin.png,stimuli/images/fruits/pear05.png,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/casaba_melon.png
places,faces,replace,0,left,2,lure,fruits,6,3,0,stimuli/images/places/millau_bridge.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/watermelon.png,stimuli/images/places/millau_bridge.png
faces,places,replace,2,left,2,uncued,fruits,7,4,0,stimuli/images/faces/jj_watt.png,stimuli/images/places/piza.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/piza.png
fruits,places,maintain,1,left,2,uncued,NA,8,4,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/matterhorn.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/matterhorn.png
faces,places,suppress,3,left,2,novel,NA,9,4,0,stimuli/images/faces/mila_kunis.png,stimuli/images/places/unique_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/morgan_freeman.png
faces,fruits,maintain,1,right,2,uncued,NA,10,5,0,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/justin_bieber.png
places,faces,suppress,1,left,2,uncued,NA,11,5,0,stimuli/images/places/mount_everest.png,stimuli/images/faces/rand_paul.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/rand_paul.png
places,faces,suppress,2,left,2,uncued,NA,12,3,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/lebron.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/lebron.png
fruits,faces,replace,0,right,2,lure,places,13,4,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/alamo.png,stimuli/images/faces/ryan_reynolds.png
fruits,places,maintain,0,left,2,cued,NA,14,5,0,stimuli/images/fruits/whole_pears.png,stimuli/images/places/aoraki.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/whole_pears.png
places,fruits,maintain,2,right,2,novel,NA,15,3,0,stimuli/images/places/harvard.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/eiger.png
fruits,faces,replace,1,left,2,replacement,places,16,3,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/royal_albert_hall.png,stimuli/images/places/royal_albert_hall.png
fruits,faces,maintain,3,right,2,novel,NA,17,4,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/george_clooney.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/apple05b.png
faces,fruits,suppress,0,right,2,lure,NA,18,3,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes05.png
faces,places,replace,1,right,2,replacement,fruits,19,4,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/gala_apple.png,stimuli/images/fruits/gala_apple.png
places,fruits,suppress,0,left,2,lure,NA,20,4,0,stimuli/images/places/covered_bridge.png,stimuli/images/fruits/sliced_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/covered_bridge.png
faces,fruits,replace,3,right,2,novel,places,21,3,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/olivia_wilde.png
places,fruits,suppress,1,left,2,uncued,NA,22,5,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/mixed_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes.png
fruits,places,replace,2,left,2,uncued,faces,23,5,0,stimuli/images/fruits/pear03.png,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/brad_pitt.png,stimuli/images/places/danyang_bridge.png
places,faces,maintain,3,left,2,novel,NA,24,3,1,stimuli/images/places/mediterranean_beach.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/akashi_bridge.png
fruits,places,replace,0,right,3,lure,faces,1,5,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/places/aoraki.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/aoraki.png
places,faces,replace,3,left,3,novel,fruits,2,5,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/leaning_pears.png,stimuli/images/faces/michelle_obama.png
places,fruits,maintain,1,right,3,uncued,NA,3,3,0,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/pear05.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/mount_fuji.png
places,faces,maintain,2,left,3,novel,NA,4,3,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/mila_kunis.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/john_mcain.png
places,fruits,suppress,3,left,3,novel,NA,5,3,0,stimuli/images/places/gherkin.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/sunset_beach.png
fruits,places,suppress,2,left,3,uncued,NA,6,3,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/places/glass_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/glass_bridge.png
faces,fruits,replace,1,right,3,replacement,places,7,4,0,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/mount_everest.png,stimuli/images/places/mount_everest.png
faces,fruits,replace,2,left,3,uncued,places,8,3,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/watermelon.png,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/watermelon.png
places,fruits,replace,2,right,3,uncued,faces,9,4,0,stimuli/images/places/harvard.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/rihanna.png,stimuli/images/places/harvard.png
faces,fruits,suppress,3,left,3,novel,NA,10,5,0,stimuli/images/faces/jj_watt.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/sliced_watermelon02.png
faces,fruits,maintain,0,right,3,cued,NA,11,3,0,stimuli/images/faces/abby_wambach.png,stimuli/images/fruits/fresh_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/fresh_fuji.png
places,faces,maintain,1,right,3,uncued,NA,12,4,0,stimuli/images/places/alamo.png,stimuli/images/faces/penelope_cruz.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/alamo.png
fruits,places,maintain,3,left,3,novel,NA,13,4,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/unique_mountains.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/castle.png
fruits,faces,replace,3,left,3,novel,places,14,3,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/faces/george_clooney.png,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/kiku_slice.png
places,fruits,maintain,0,right,3,cued,NA,15,5,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/sliced_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/sliced_fuji.png
faces,places,suppress,1,right,3,uncued,NA,16,4,0,stimuli/images/faces/angela_merkel.png,stimuli/images/places/matterhorn.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/angela_merkel.png
fruits,places,replace,1,right,3,replacement,faces,17,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/places/covered_bridge.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/faces/aaron_rodgers.png
fruits,faces,suppress,1,right,3,uncued,NA,18,4,0,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/brad_pitt.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/gala_apple.png
places,faces,suppress,0,right,3,lure,NA,19,5,0,stimuli/images/places/piza.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/scarlett_johansson.png
faces,places,replace,0,right,3,lure,fruits,20,3,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/danyang_bridge.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/places/danyang_bridge.png
fruits,faces,suppress,0,left,3,lure,NA,21,5,0,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/whole_pears.png
faces,places,maintain,3,right,3,novel,NA,22,4,0,stimuli/images/faces/rand_paul.png,stimuli/images/places/millau_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/condoleezza_rice.png
faces,places,suppress,2,right,3,uncued,NA,23,5,0,stimuli/images/faces/joe_biden.png,stimuli/images/places/mediterranean_beach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/joe_biden.png
fruits,faces,maintain,2,left,3,novel,NA,24,5,1,stimuli/images/fruits/pear03.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/muskmelon.png
fruits,places,replace,2,right,4,uncued,faces,1,3,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/unique_mountains.png,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/canteloupe_sliced04.png
places,fruits,suppress,0,right,4,lure,NA,2,5,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes03.png
faces,fruits,maintain,1,left,4,uncued,NA,3,5,0,stimuli/images/faces/jj_watt.png,stimuli/images/fruits/leaning_pears.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/leaning_pears.png
faces,fruits,maintain,2,left,4,novel,NA,4,3,0,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/pear05.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/drake.png
fruits,faces,replace,0,left,4,lure,places,5,5,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/brad_pitt.png,stimuli/images/places/cinderella_castle.png,stimuli/images/fruits/halved_watermelon02.png
places,faces,suppress,1,right,4,uncued,NA,6,3,0,stimuli/images/places/gherkin.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gherkin.png
faces,fruits,suppress,0,left,4,lure,NA,7,3,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/macklemore.png
places,fruits,suppress,1,right,4,uncued,NA,8,4,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/yellow_sand_beach.png
faces,fruits,replace,3,left,4,novel,places,9,5,0,stimuli/images/faces/mila_kunis.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/places/covered_bridge.png,stimuli/images/faces/lindsey_vonn.png
faces,places,maintain,0,left,4,cued,NA,10,4,0,stimuli/images/faces/justin_bieber.png,stimuli/images/places/flatiron_building.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/justin_bieber.png
faces,places,replace,2,right,4,uncued,fruits,11,5,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/penelope_cruz.png
places,fruits,replace,3,right,4,novel,faces,12,3,0,stimuli/images/places/mount_everest.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/faces/abby_wambach.png,stimuli/images/places/black_beach_iceland.png
fruits,places,maintain,1,right,4,uncued,NA,13,5,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/harvard.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/fresh_fuji.png
places,faces,suppress,2,right,4,uncued,NA,14,4,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/rihanna.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/royal_albert_hall.png
fruits,places,suppress,3,left,4,novel,NA,15,5,0,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/places/matterhorn.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/black_grapes03.png
fruits,faces,replace,1,right,4,replacement,places,16,3,0,stimuli/images/fruits/pear03.png,stimuli/images/faces/george_clooney.png,stimuli/images/places/mount_fuji.png,stimuli/images/places/mount_fuji.png
places,faces,maintain,3,right,4,novel,NA,17,4,0,stimuli/images/places/piza.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/wendy_davis.png
fruits,faces,suppress,2,right,4,uncued,NA,18,4,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes05.png
faces,places,replace,1,left,4,replacement,fruits,19,4,0,stimuli/images/faces/rand_paul.png,stimuli/images/places/alamo.png,stimuli/images/fruits/whole_pears.png,stimuli/images/fruits/whole_pears.png
places,fruits,maintain,2,left,4,novel,NA,20,3,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/watermelon.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear06.png
fruits,faces,maintain,3,left,4,novel,NA,21,4,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/michael_jordan.png
places,faces,replace,0,right,4,lure,fruits,22,4,0,stimuli/images/places/millau_bridge.png,stimuli/images/faces/lebron.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/faces/lebron.png
fruits,places,maintain,0,right,4,cued,NA,23,3,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/places/danyang_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/danyang_bridge.png
faces,places,suppress,3,right,4,novel,NA,24,5,1,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/kilimanjaro.png
fruits,places,replace,1,left,5,replacement,faces,1,4,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/places/distant_mountains.png,stimuli/images/faces/mila_kunis.png,stimuli/images/faces/mila_kunis.png
fruits,faces,suppress,0,right,5,lure,NA,2,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/kobe_bryant.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/kobe_bryant.png
fruits,faces,suppress,1,left,5,uncued,NA,3,5,0,stimuli/images/fruits/pear05.png,stimuli/images/faces/blake_shelton.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/blake_shelton.png
faces,fruits,replace,1,left,5,replacement,places,4,3,0,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/unique_mountains.png,stimuli/images/places/unique_mountains.png
places,faces,replace,3,right,5,novel,fruits,5,3,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/rihanna.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/taylor_swift.png
fruits,faces,maintain,2,right,5,novel,NA,6,5,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/faces/brad_pitt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ronda_rousey.png
places,fruits,replace,2,left,5,uncued,faces,7,5,0,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/faces/macklemore.png,stimuli/images/fruits/honeydew_melon02.png
fruits,places,suppress,2,right,5,uncued,NA,8,5,0,stimuli/images/fruits/watermelon.png,stimuli/images/places/piza.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/watermelon.png
places,fruits,maintain,1,left,5,uncued,NA,9,5,0,stimuli/images/places/gherkin.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/canteloupe_sliced04.png
places,fruits,suppress,3,right,5,novel,NA,10,3,0,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/costa_rica_mountain.png
faces,places,maintain,3,left,5,novel,NA,11,3,0,stimuli/images/faces/angela_merkel.png,stimuli/images/places/yellow_sand_beach.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/black_sand_maui.png
faces,places,suppress,2,left,5,uncued,NA,12,4,0,stimuli/images/faces/george_clooney.png,stimuli/images/places/alamo.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/alamo.png
faces,places,replace,0,left,5,lure,fruits,13,5,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/pear03.png,stimuli/images/faces/abby_wambach.png
fruits,faces,replace,3,right,5,novel,places,14,4,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/harvard.png,stimuli/images/fruits/red_grapes03.png
places,faces,maintain,1,left,5,uncued,NA,15,4,0,stimuli/images/places/matterhorn.png,stimuli/images/faces/jj_watt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/jj_watt.png
faces,fruits,replace,2,right,5,uncued,places,16,3,0,stimuli/images/faces/rand_paul.png,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/aoraki.png,stimuli/images/faces/rand_paul.png
faces,fruits,maintain,0,left,5,cued,NA,17,4,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/scarlett_johansson.png
fruits,places,replace,0,left,5,lure,faces,18,4,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/places/covered_bridge.png,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/sliced_fuji.png
places,faces,suppress,0,left,5,lure,NA,19,5,0,stimuli/images/places/mount_fuji.png,stimuli/images/faces/justin_bieber.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_fuji.png
fruits,places,maintain,3,right,5,novel,NA,20,3,0,stimuli/images/fruits/whole_pears.png,stimuli/images/places/mount_everest.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/tree_beach.png
places,faces,maintain,2,right,5,novel,NA,21,3,0,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/nicki_minaj.png
faces,places,suppress,1,left,5,uncued,NA,22,5,0,stimuli/images/faces/lebron.png,stimuli/images/places/mediterranean_beach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mediterranean_beach.png
places,fruits,maintain,0,left,5,cued,NA,23,3,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/gala_apple.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/royal_albert_hall.png
faces,fruits,suppress,3,right,5,novel,NA,24,4,1,stimuli/images/faces/alex_rodriguez.png,stimuli/images/fruits/mixed_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/finger_grapes.png
fruits,places,maintain,2,right,6,novel,NA,1,5,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/mount_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/grand_teton.png
places,faces,suppress,3,left,6,novel,NA,2,5,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/jj_watt.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/kailash.png
places,fruits,replace,1,left,6,replacement,faces,3,3,0,stimuli/images/places/alamo.png,stimuli/images/fruits/honeydew_half.png,stimuli/images/faces/rand_paul.png,stimuli/images/faces/rand_paul.png
faces,fruits,maintain,3,left,6,novel,NA,4,4,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/green_grapes06.png
fruits,places,suppress,1,left,6,uncued,NA,5,3,0,stimuli/images/fruits/pear03.png,stimuli/images/places/danyang_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/danyang_bridge.png
faces,places,suppress,0,right,6,lure,NA,6,3,0,stimuli/images/faces/george_clooney.png,stimuli/images/places/aoraki.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/aoraki.png
places,fruits,suppress,2,right,6,uncued,NA,7,5,0,stimuli/images/places/harvard.png,stimuli/images/fruits/watermelon.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/harvard.png
places,fruits,replace,0,left,6,lure,faces,8,4,0,stimuli/images/places/mount_everest.png,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/mount_everest.png
faces,places,replace,3,left,6,novel,fruits,9,5,0,stimuli/images/faces/brad_pitt.png,stimuli/images/places/gherkin.png,stimuli/images/fruits/pear05.png,stimuli/images/places/sydney_bridge.png
faces,places,maintain,1,left,6,uncued,NA,10,3,0,stimuli/images/faces/mila_kunis.png,stimuli/images/places/distant_mountains.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/distant_mountains.png
places,faces,maintain,0,left,6,cued,NA,11,5,0,stimuli/images/places/piza.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/piza.png
places,faces,replace,2,right,6,uncued,fruits,12,3,0,stimuli/images/places/unique_mountains.png,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/unique_mountains.png
