encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
faces,places,replace,2,left,1,uncued,fruits,21,4,0,stimuli/images/faces/lebron.png,stimuli/images/places/mount_everest.png,stimuli/images/fruits/whole_pears.png,stimuli/images/places/mount_everest.png
fruits,places,maintain,0,right,1,cued,NA,22,3,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/danyang_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/danyang_bridge.png
places,fruits,maintain,2,left,1,novel,NA,23,4,0,stimuli/images/places/matterhorn.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/azadi_monument.png
places,fruits,replace,3,left,1,novel,faces,24,4,1,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/pear03.png,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/fresh_pear03.png
fruits,places,suppress,2,left,2,uncued,NA,1,4,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/mount_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_fuji.png
faces,places,suppress,2,left,2,uncued,NA,2,5,0,stimuli/images/faces/lebron.png,stimuli/images/places/gherkin.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gherkin.png
faces,places,maintain,3,left,2,novel,NA,3,5,0,stimuli/images/faces/blake_shelton.png,stimuli/images/places/piza.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/outer_banks_beach.png
faces,fruits,replace,2,left,2,uncued,places,4,4,0,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/matterhorn.png,stimuli/images/fruits/leaning_pears.png
places,faces,suppress,0,left,2,lure,NA,5,5,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/jj_watt.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/cinderella_castle.png
fruits,places,replace,0,left,2,lure,faces,6,4,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/places/millau_bridge.png,stimuli/images/faces/macklemore.png,stimuli/images/fruits/cut_cantaloupe.png
faces,places,replace,0,right,2,lure,fruits,7,3,0,stimuli/images/faces/mila_kunis.png,stimuli/images/places/alamo.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/alamo.png
fruits,faces,suppress,1,right,2,uncued,NA,8,5,0,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/gala_apple.png
fruits,faces,replace,3,right,2,novel,places,9,4,0,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/covered_bridge.png,stimuli/images/faces/paul_ryan.png
places,fruits,maintain,1,left,2,uncued,NA,10,3,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/sliced_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/sliced_fuji.png
places,faces,suppress,1,right,2,uncued,NA,11,5,0,stimuli/images/places/skyway_bridge.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/skyway_bridge.png
fruits,places,replace,1,left,2,replacement,faces,12,5,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/distant_mountains.png,stimuli/images/faces/george_clooney.png,stimuli/images/faces/george_clooney.png
fruits,faces,maintain,2,right,2,novel,NA,13,3,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/jay_z.png
places,faces,maintain,2,right,2,novel,NA,14,3,0,stimuli/images/places/glass_bridge.png,stimuli/images/faces/brad_pitt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/brooklyn_bridge.png
places,fruits,replace,2,left,2,uncued,faces,15,3,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/fruits/honeydew_half.png,stimuli/images/faces/rihanna.png,stimuli/images/fruits/honeydew_half.png
places,fruits,suppress,3,right,2,novel,NA,16,4,0,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/pear05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/sliced_watermelon03.png
faces,fruits,maintain,0,left,2,cued,NA,17,5,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ryan_reynolds.png
places,fruits,maintain,0,right,2,cued,NA,18,3,0,stimuli/images/places/harvard.png,stimuli/images/fruits/pear03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear03.png
faces,fruits,maintain,1,left,2,uncued,NA,19,4,0,stimuli/images/faces/rand_paul.png,stimuli/images/fruits/honeydew_melon02.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/honeydew_melon02.png
faces,fruits,suppress,3,right,2,novel,NA,20,4,0,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/hope_solo.png
fruits,places,maintain,3,left,2,novel,NA,21,5,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/mount_everest.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/apple_slice2.png
places,faces,replace,3,right,2,novel,fruits,22,3,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/amanda_seyfried.png
fruits,faces,suppress,0,right,2,lure,NA,23,3,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/justin_bieber.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/justin_bieber.png
faces,places,replace,1,left,2,replacement,fruits,24,4,1,stimuli/images/faces/abby_wambach.png,stimuli/images/places/unique_mountains.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/fruits/gala_apple_leaf.png
places,fruits,replace,1,right,3,replacement,faces,1,5,0,stimuli/images/places/covered_bridge.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/alex_rodriguez.png,stimuli/images/faces/alex_rodriguez.png
places,fruits,replace,0,right,3,lure,faces,2,5,0,stimuli/images/places/piza.png,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/green_grapes.png
fruits,places,suppress,1,left,3,uncued,NA,3,4,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/millau_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/millau_bridge.png
faces,places,maintain,2,left,3,novel,NA,4,5,0,stimuli/images/faces/lebron.png,stimuli/images/places/aoraki.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/empire_state_building.png
places,faces,maintain,0,right,3,cued,NA,5,5,0,stimuli/images/places/distant_mountains.png,stimuli/images/faces/penelope_cruz.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/penelope_cruz.png
places,faces,replace,2,right,3,uncued,fruits,6,4,0,stimuli/images/places/matterhorn.png,stimuli/images/faces/macklemore.png,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/matterhorn.png
faces,fruits,suppress,2,right,3,uncued,NA,7,5,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/rihanna.png
places,fruits,suppress,2,right,3,uncued,NA,8,3,0,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/glass_bridge.png
fruits,places,replace,3,right,3,novel,faces,9,5,0,stimuli/images/fruits/gala_apple.png,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/angela_merkel.png,stimuli/images/places/half_dome.png
faces,places,suppress,0,left,3,lure,NA,10,3,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/harvard.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/aaron_rodgers.png
fruits,faces,maintain,1,right,3,uncued,NA,11,4,0,stimuli/images/fruits/pear05.png,stimuli/images/faces/jj_watt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear05.png
fruits,faces,replace,2,left,3,uncued,places,12,3,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/blake_shelton.png,stimuli/images/places/mount_fuji.png,stimuli/images/faces/blake_shelton.png
faces,fruits,replace,0,right,3,lure,places,13,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/alamo.png,stimuli/images/fruits/leaning_pears.png
faces,places,suppress,1,right,3,uncued,NA,14,4,0,stimuli/images/faces/mila_kunis.png,stimuli/images/places/yellow_sand_beach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/mila_kunis.png
fruits,places,suppress,0,left,3,lure,NA,15,4,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/places/unique_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/sliced_fuji.png
faces,places,replace,3,right,3,novel,fruits,16,4,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/gherkin.png,stimuli/images/fruits/honeydew_half.png,stimuli/images/faces/john_mcain.png
places,faces,maintain,1,left,3,uncued,NA,17,3,0,stimuli/images/places/flatiron_building.png,stimuli/images/faces/rand_paul.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/rand_paul.png
fruits,faces,suppress,3,left,3,novel,NA,18,5,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/george_clooney.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cantaloupe02.png
places,fruits,maintain,3,right,3,novel,NA,19,3,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/red_grapes06.png
fruits,faces,maintain,0,left,3,cued,NA,20,5,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/joe_biden.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_cantaloupe.png
fruits,places,maintain,2,right,3,novel,NA,21,3,0,stimuli/images/fruits/pear03.png,stimuli/images/places/mount_everest.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/red_grapes.png
places,faces,suppress,3,left,3,novel,NA,22,4,0,stimuli/images/places/skyway_bridge.png,stimuli/images/faces/justin_bieber.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/john_kerry.png
faces,fruits,replace,1,left,3,replacement,places,23,3,0,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/danyang_bridge.png,stimuli/images/places/danyang_bridge.png
faces,fruits,maintain,3,left,3,novel,NA,24,3,1,stimuli/images/faces/abby_wambach.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/lavaredo.png
fruits,faces,suppress,3,right,4,novel,NA,1,4,0,stimuli/images/fruits/whole_pears.png,stimuli/images/faces/brad_pitt.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/apple01 2.png
faces,fruits,suppress,2,left,4,uncued,NA,2,4,0,stimuli/images/faces/jj_watt.png,stimuli/images/fruits/mixed_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes.png
places,faces,maintain,1,right,4,uncued,NA,3,4,0,stimuli/images/places/covered_bridge.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/covered_bridge.png
places,fruits,suppress,2,left,4,uncued,NA,4,5,0,stimuli/images/places/piza.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes03.png
faces,places,maintain,2,right,4,novel,NA,5,3,0,stimuli/images/faces/angela_merkel.png,stimuli/images/places/distant_mountains.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/castle.png
fruits,faces,maintain,0,right,4,cued,NA,6,5,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/faces/macklemore.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/macklemore.png
faces,fruits,replace,1,right,4,replacement,places,7,5,0,stimuli/images/faces/lebron.png,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/aoraki.png,stimuli/images/places/aoraki.png
faces,places,suppress,0,right,4,lure,NA,8,4,0,stimuli/images/faces/blake_shelton.png,stimuli/images/places/flatiron_building.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/flatiron_building.png
faces,places,replace,3,left,4,novel,fruits,9,3,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/skyway_bridge.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/vin_diesel.png
places,faces,replace,2,left,4,uncued,fruits,10,4,0,stimuli/images/places/glass_bridge.png,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/pear05.png,stimuli/images/faces/penelope_cruz.png
faces,fruits,replace,0,left,4,lure,places,11,3,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/harvard.png,stimuli/images/faces/ryan_reynolds.png
faces,places,suppress,1,left,4,uncued,NA,12,4,0,stimuli/images/faces/mila_kunis.png,stimuli/images/places/cinderella_castle.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/cinderella_castle.png
fruits,faces,replace,2,right,4,uncued,places,13,5,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/rihanna.png,stimuli/images/places/gherkin.png,stimuli/images/fruits/halved_watermelon02.png
fruits,places,replace,3,left,4,novel,faces,14,3,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/alamo.png,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/pear01.png
faces,fruits,maintain,3,right,4,novel,NA,15,3,0,stimuli/images/faces/alex_rodriguez.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/tom_hiddleston.png
fruits,places,suppress,0,right,4,lure,NA,16,5,0,stimuli/images/fruits/pear03.png,stimuli/images/places/matterhorn.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/matterhorn.png
fruits,places,maintain,2,left,4,novel,NA,17,3,0,stimuli/images/fruits/gala_apple.png,stimuli/images/places/mount_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/kiku_slice.png
fruits,places,suppress,1,right,4,uncued,NA,18,5,0,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/mount_everest.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cantaloupe_sliced03.png
fruits,faces,maintain,1,left,4,uncued,NA,19,5,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/george_clooney.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/george_clooney.png
places,fruits,maintain,3,left,4,novel,NA,20,4,0,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/black_beach_iceland.png
places,faces,suppress,3,right,4,novel,NA,21,3,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/pink_beach.png
places,fruits,replace,0,left,4,lure,faces,22,4,0,stimuli/images/places/unique_mountains.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/rand_paul.png,stimuli/images/places/unique_mountains.png
places,fruits,replace,1,left,4,replacement,faces,23,5,0,stimuli/images/places/danyang_bridge.png,stimuli/images/fruits/watermelon.png,stimuli/images/faces/justin_bieber.png,stimuli/images/faces/justin_bieber.png
places,faces,maintain,0,left,4,cued,NA,24,3,1,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/abby_wambach.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/yellow_sand_beach.png
places,fruits,suppress,1,right,5,uncued,NA,1,3,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/fresh_fuji.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/distant_mountains.png
fruits,places,replace,2,left,5,uncued,faces,2,4,0,stimuli/images/fruits/whole_pears.png,stimuli/images/places/aoraki.png,stimuli/images/faces/jj_watt.png,stimuli/images/places/aoraki.png
fruits,places,maintain,1,right,5,uncued,NA,3,5,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/mount_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/mixed_grapes.png
fruits,places,maintain,0,left,5,cued,NA,4,3,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/alamo.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/mixed_grapes02.png
places,faces,replace,1,left,5,replacement,fruits,5,5,0,stimuli/images/places/piza.png,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/pear03.png,stimuli/images/fruits/pear03.png
places,faces,replace,0,left,5,lure,fruits,6,3,0,stimuli/images/places/mount_everest.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/mount_everest.png
places,faces,suppress,2,left,5,uncued,NA,7,3,0,stimuli/images/places/glass_bridge.png,stimuli/images/faces/brad_pitt.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/brad_pitt.png
faces,fruits,replace,3,right,5,novel,places,8,3,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/pear05.png,stimuli/images/places/millau_bridge.png,stimuli/images/faces/adam_levine.png
faces,fruits,maintain,2,right,5,novel,NA,9,5,0,stimuli/images/faces/lebron.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/red_grapes07.png
fruits,faces,replace,1,left,5,replacement,places,10,4,0,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/joe_biden.png,stimuli/images/places/royal_albert_hall.png,stimuli/images/places/royal_albert_hall.png
places,faces,maintain,3,right,5,novel,NA,11,4,0,stimuli/images/places/skyway_bridge.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/petronas_towers.png
fruits,places,suppress,3,left,5,novel,NA,12,4,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/covered_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/red_grapes03.png
faces,fruits,suppress,1,right,5,uncued,NA,13,4,0,stimuli/images/faces/alex_rodriguez.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/alex_rodriguez.png
faces,places,maintain,1,left,5,uncued,NA,14,4,0,stimuli/images/faces/mila_kunis.png,stimuli/images/places/gherkin.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/gherkin.png
fruits,faces,suppress,2,right,5,uncued,NA,15,4,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/faces/blake_shelton.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/honeydew_half.png
places,fruits,suppress,0,right,5,lure,NA,16,5,0,stimuli/images/places/matterhorn.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/gala_apple_leaf.png
places,fruits,replace,3,right,5,novel,faces,17,4,0,stimuli/images/places/harvard.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/eiger.png
faces,places,maintain,0,left,5,cued,NA,18,5,0,stimuli/images/faces/george_clooney.png,stimuli/images/places/unique_mountains.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/george_clooney.png
faces,places,suppress,3,right,5,novel,NA,19,5,0,stimuli/images/faces/aaron_rodgers.png,stimuli/images/places/danyang_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/alcantara_bridge.png
places,fruits,maintain,2,right,5,novel,NA,20,3,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/fruits/leaning_pears.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/whole_cantaloupe.png
faces,places,replace,2,right,5,uncued,fruits,21,3,0,stimuli/images/faces/rihanna.png,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/rihanna.png
faces,fruits,suppress,0,left,5,lure,NA,22,5,0,stimuli/images/faces/rand_paul.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/rand_paul.png
fruits,faces,maintain,3,left,5,novel,NA,23,5,0,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/faces/penelope_cruz.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ronda_rousey.png
fruits,faces,replace,0,left,5,lure,places,24,3,1,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/faces/justin_bieber.png,stimuli/images/places/cinderella_castle.png,stimuli/images/fruits/cantaloupe_sliced03.png
places,faces,suppress,0,right,6,lure,NA,1,3,0,stimuli/images/places/piza.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/angela_merkel.png
faces,places,suppress,2,right,6,uncued,NA,2,3,0,stimuli/images/faces/lebron.png,stimuli/images/places/alamo.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/lebron.png
faces,places,maintain,3,right,6,novel,NA,3,5,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/harvard.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/gabby_douglas.png
places,faces,suppress,1,left,6,uncued,NA,4,4,0,stimuli/images/places/distant_mountains.png,stimuli/images/faces/macklemore.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/macklemore.png
fruits,places,maintain,3,right,6,novel,NA,5,4,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear06.png
places,fruits,maintain,1,right,6,uncued,NA,6,3,0,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/millau_bridge.png
fruits,faces,maintain,2,left,6,novel,NA,7,4,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/jj_watt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/chris_christie.png
faces,places,replace,0,left,6,lure,fruits,8,3,0,stimuli/images/faces/brad_pitt.png,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/gala_apple.png,stimuli/images/faces/brad_pitt.png
fruits,places,suppress,2,right,6,uncued,NA,9,3,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/covered_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes05.png
faces,fruits,maintain,0,right,6,cued,NA,10,3,0,stimuli/images/faces/mila_kunis.png,stimuli/images/fruits/pear05.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear05.png
fruits,places,replace,0,right,6,lure,faces,11,3,0,stimuli/images/fruits/mixed_grapes02.png,stimuli/images/places/aoraki.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/aoraki.png
places,fruits,suppress,3,left,6,novel,NA,12,4,0,stimuli/images/places/unique_mountains.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/green_grapes02.png
