encode_1_cat,encode_2_cat,operation,probe_type,cue_position,run_num,probe_subtype,replace_cat,trial_num,jitter,rest_trigger,encode_1_img,encode_2_img,replace_img,probe_img
faces,fruits,replace,0,right,2,lure,places,12,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/whole_pears.png,stimuli/images/places/alamo.png,stimuli/images/fruits/whole_pears.png
faces,places,maintain,1,right,2,uncued,NA,13,5,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/places/cinderella_castle.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/ryan_reynolds.png
fruits,places,replace,0,right,2,lure,faces,14,5,0,stimuli/images/fruits/green_grapes.png,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/yellow_sand_beach.png
fruits,places,maintain,3,right,2,novel,NA,15,3,0,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/gherkin.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/capitol.png
fruits,faces,maintain,0,left,2,cued,NA,16,4,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/mila_kunis.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_cantaloupe.png
places,faces,suppress,0,right,2,lure,NA,17,5,0,stimuli/images/places/millau_bridge.png,stimuli/images/faces/angela_merkel.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/angela_merkel.png
places,faces,replace,3,right,2,novel,fruits,18,5,0,stimuli/images/places/glass_bridge.png,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/john_mcain.png
faces,places,replace,3,left,2,novel,fruits,19,4,0,stimuli/images/faces/joe_biden.png,stimuli/images/places/flatiron_building.png,stimuli/images/fruits/pear03.png,stimuli/images/faces/bernie_sanders.png
fruits,places,replace,1,right,2,replacement,faces,20,4,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/unique_mountains.png,stimuli/images/faces/george_clooney.png,stimuli/images/faces/george_clooney.png
places,faces,maintain,2,left,2,novel,NA,21,5,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/pink_beach.png
faces,places,maintain,2,right,2,novel,NA,22,5,0,stimuli/images/faces/lebron.png,stimuli/images/places/harvard.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/space_needle.png
places,fruits,suppress,1,left,2,uncued,NA,23,4,0,stimuli/images/places/covered_bridge.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/honeydew_half.png
fruits,faces,suppress,3,right,2,novel,NA,24,4,1,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/faces/abby_wambach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/shaun_white.png
faces,fruits,replace,3,left,3,novel,places,1,5,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/places/piza.png,stimuli/images/faces/hope_solo.png
fruits,faces,suppress,2,left,3,uncued,NA,2,4,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/faces/mila_kunis.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/mila_kunis.png
fruits,places,suppress,1,right,3,uncued,NA,3,3,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/aoraki.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/halved_watermelon02.png
faces,places,suppress,3,right,3,novel,NA,4,3,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/mount_everest.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/jason_statham.png
faces,places,replace,1,right,3,replacement,fruits,5,4,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/places/alamo.png,stimuli/images/fruits/gala_apple.png,stimuli/images/fruits/gala_apple.png
fruits,faces,maintain,3,right,3,novel,NA,6,5,0,stimuli/images/fruits/pear05.png,stimuli/images/faces/macklemore.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/green_grapes05.png
faces,places,replace,2,right,3,uncued,fruits,7,5,0,stimuli/images/faces/alex_rodriguez.png,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/faces/alex_rodriguez.png
faces,fruits,maintain,1,right,3,uncued,NA,8,4,0,stimuli/images/faces/rihanna.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/rihanna.png
faces,fruits,maintain,2,left,3,novel,NA,9,4,0,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/fresh_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/selena_gomez.png
places,fruits,replace,3,right,3,novel,faces,10,5,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/fruits/green_grapes.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/fruits/pear06.png
places,fruits,suppress,0,right,3,lure,NA,11,3,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/leaning_pears.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/leaning_pears.png
places,faces,replace,1,left,3,replacement,fruits,12,4,0,stimuli/images/places/skyway_bridge.png,stimuli/images/faces/blake_shelton.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/fruits/canteloupe_sliced04.png
places,faces,suppress,3,right,3,novel,NA,13,4,0,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/joe_biden.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/fort_knox.png
fruits,faces,replace,0,right,3,lure,places,14,4,0,stimuli/images/fruits/watermelon.png,stimuli/images/faces/angela_merkel.png,stimuli/images/places/covered_bridge.png,stimuli/images/faces/angela_merkel.png
places,faces,maintain,0,left,3,cued,NA,15,3,0,stimuli/images/places/millau_bridge.png,stimuli/images/faces/rand_paul.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/millau_bridge.png
fruits,places,suppress,0,right,3,lure,NA,16,4,0,stimuli/images/fruits/whole_pears.png,stimuli/images/places/harvard.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/harvard.png
fruits,places,maintain,2,right,3,novel,NA,17,5,0,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/places/glass_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/leaning_pears02.png
fruits,faces,suppress,1,right,3,uncued,NA,18,3,0,stimuli/images/fruits/pear03.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/pear03.png
places,fruits,maintain,1,left,3,uncued,NA,19,3,0,stimuli/images/places/danyang_bridge.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/gala_apple_leaf.png
places,faces,replace,2,left,3,uncued,fruits,20,5,0,stimuli/images/places/flatiron_building.png,stimuli/images/faces/lebron.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/lebron.png
places,fruits,maintain,2,left,3,novel,NA,21,5,0,stimuli/images/places/unique_mountains.png,stimuli/images/fruits/honeydew_half.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/green_pear.png
faces,fruits,suppress,0,right,3,lure,NA,22,3,0,stimuli/images/faces/jj_watt.png,stimuli/images/fruits/mixed_grapes02.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/mixed_grapes02.png
faces,places,maintain,0,left,3,cued,NA,23,5,0,stimuli/images/faces/abby_wambach.png,stimuli/images/places/cinderella_castle.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/abby_wambach.png
fruits,places,replace,3,left,3,novel,faces,24,3,1,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/places/yellow_sand_beach.png,stimuli/images/faces/ryan_reynolds.png,stimuli/images/fruits/cut_pears04.png
faces,places,maintain,1,left,4,uncued,NA,1,5,0,stimuli/images/faces/brad_pitt.png,stimuli/images/places/alamo.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/alamo.png
faces,places,replace,3,right,4,novel,fruits,2,5,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/places/mediterranean_beach.png,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/christian_bale.png
places,fruits,suppress,1,right,4,uncued,NA,3,4,0,stimuli/images/places/mount_everest.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mount_everest.png
faces,fruits,replace,0,left,4,lure,places,4,3,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/places/mount_fuji.png,stimuli/images/faces/macklemore.png
faces,fruits,suppress,1,left,4,uncued,NA,5,3,0,stimuli/images/faces/scarlett_johansson.png,stimuli/images/fruits/pear05.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/pear05.png
places,faces,maintain,2,right,4,novel,NA,6,4,0,stimuli/images/places/piza.png,stimuli/images/faces/aaron_rodgers.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/gabby_douglas.png
places,fruits,maintain,3,left,4,novel,NA,7,5,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/eiger.png
fruits,places,replace,0,left,4,lure,faces,8,5,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/justin_bieber.png,stimuli/images/fruits/mixed_grapes.png
fruits,places,suppress,2,right,4,uncued,NA,9,3,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/distant_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/fresh_fuji.png
places,faces,maintain,1,right,4,uncued,NA,10,5,0,stimuli/images/places/unique_mountains.png,stimuli/images/faces/ryan_reynolds.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/unique_mountains.png
fruits,faces,replace,2,left,4,uncued,places,11,3,0,stimuli/images/fruits/watermelon.png,stimuli/images/faces/mila_kunis.png,stimuli/images/places/royal_albert_hall.png,stimuli/images/faces/mila_kunis.png
places,fruits,replace,0,left,4,lure,faces,12,4,0,stimuli/images/places/danyang_bridge.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/images/faces/blake_shelton.png,stimuli/images/places/danyang_bridge.png
faces,fruits,maintain,3,right,4,novel,NA,13,5,0,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/gala_apple.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/michael_jordan.png
fruits,places,maintain,3,left,4,novel,NA,14,3,0,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/places/glass_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/granny_smith_apples.png
places,fruits,suppress,2,right,4,uncued,NA,15,5,0,stimuli/images/places/yellow_sand_beach.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/yellow_sand_beach.png
fruits,faces,maintain,0,right,4,cued,NA,16,4,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/zoe_saldana.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/zoe_saldana.png
faces,places,maintain,2,left,4,novel,NA,17,3,0,stimuli/images/faces/rand_paul.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/petronas_towers.png
fruits,places,replace,1,left,4,replacement,faces,18,4,0,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/covered_bridge.png,stimuli/images/faces/jj_watt.png,stimuli/images/faces/jj_watt.png
places,faces,replace,3,left,4,novel,fruits,19,4,0,stimuli/images/places/millau_bridge.png,stimuli/images/faces/abby_wambach.png,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/hillary_clinton.png
faces,fruits,suppress,2,left,4,uncued,NA,20,3,0,stimuli/images/faces/alex_rodriguez.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cut_cantaloupe.png
faces,places,suppress,0,right,4,lure,NA,21,4,0,stimuli/images/faces/rihanna.png,stimuli/images/places/flatiron_building.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/flatiron_building.png
fruits,faces,replace,1,right,4,replacement,places,22,4,0,stimuli/images/fruits/pear03.png,stimuli/images/faces/lebron.png,stimuli/images/places/harvard.png,stimuli/images/places/harvard.png
places,faces,suppress,0,left,4,lure,NA,23,3,0,stimuli/images/places/gherkin.png,stimuli/images/faces/george_clooney.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/gherkin.png
fruits,faces,suppress,3,left,4,novel,NA,24,5,1,stimuli/images/fruits/honeydew_melon02.png,stimuli/images/faces/kobe_bryant.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/sliced_watermelon04.png
fruits,faces,maintain,1,right,5,uncued,NA,1,4,0,stimuli/images/fruits/watermelon.png,stimuli/images/faces/scarlett_johansson.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/watermelon.png
faces,places,suppress,2,right,5,uncued,NA,2,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/places/piza.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/brad_pitt.png
places,fruits,maintain,0,left,5,cued,NA,3,3,0,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/gala_apple.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/distant_mountains.png
places,fruits,suppress,3,left,5,novel,NA,4,4,0,stimuli/images/places/mount_fuji.png,stimuli/images/fruits/green_grapes.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/sagrada_familia.png
places,faces,suppress,2,right,5,uncued,NA,5,4,0,stimuli/images/places/mediterranean_beach.png,stimuli/images/faces/justin_bieber.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/mediterranean_beach.png
faces,fruits,maintain,0,left,5,cued,NA,6,5,0,stimuli/images/faces/penelope_cruz.png,stimuli/images/fruits/whole_pears.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/penelope_cruz.png
places,fruits,replace,1,right,5,replacement,faces,7,5,0,stimuli/images/places/aoraki.png,stimuli/images/fruits/mixed_grapes05.png,stimuli/images/faces/rihanna.png,stimuli/images/faces/rihanna.png
faces,places,replace,0,right,5,lure,fruits,8,3,0,stimuli/images/faces/rand_paul.png,stimuli/images/places/royal_albert_hall.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/images/places/royal_albert_hall.png
fruits,faces,suppress,0,right,5,lure,NA,9,5,0,stimuli/images/fruits/sliced_fuji.png,stimuli/images/faces/blake_shelton.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/blake_shelton.png
faces,fruits,replace,2,left,5,uncued,places,10,4,0,stimuli/images/faces/ryan_reynolds.png,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/halved_watermelon02.png
faces,fruits,suppress,3,right,5,novel,NA,11,3,0,stimuli/images/faces/macklemore.png,stimuli/images/fruits/mixed_grapes03.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/sliced_pears.png
fruits,places,maintain,0,left,5,cued,NA,12,3,0,stimuli/images/fruits/mixed_grapes.png,stimuli/images/places/covered_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/mixed_grapes.png
places,faces,replace,0,right,5,lure,fruits,13,5,0,stimuli/images/places/alamo.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/pear05.png,stimuli/images/faces/aaron_rodgers.png
fruits,places,maintain,1,right,5,uncued,NA,14,4,0,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/places/skyway_bridge.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_cantaloupe.png
places,fruits,replace,2,left,5,uncued,faces,15,5,0,stimuli/images/places/harvard.png,stimuli/images/fruits/canteloupe_sliced04.png,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/canteloupe_sliced04.png
places,faces,maintain,3,right,5,novel,NA,16,3,0,stimuli/images/places/mount_everest.png,stimuli/images/faces/jj_watt.png,stimuli/cues/maintain_cue_image.png,stimuli/images/faces/beyonce_knowles.png
faces,places,maintain,3,right,5,novel,NA,17,5,0,stimuli/images/faces/alex_rodriguez.png,stimuli/images/places/matterhorn.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/tree_beach.png
fruits,faces,replace,3,right,5,novel,places,18,3,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/faces/abby_wambach.png,stimuli/images/places/cinderella_castle.png,stimuli/images/fruits/red_grapes02.png
places,faces,suppress,1,left,5,uncued,NA,19,3,0,stimuli/images/places/danyang_bridge.png,stimuli/images/faces/lebron.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/lebron.png
faces,places,suppress,1,right,5,uncued,NA,20,3,0,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/unique_mountains.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/zoe_saldana.png
faces,fruits,replace,1,right,5,replacement,places,21,4,0,stimuli/images/faces/angela_merkel.png,stimuli/images/fruits/pear03.png,stimuli/images/places/flatiron_building.png,stimuli/images/places/flatiron_building.png
fruits,places,suppress,3,right,5,novel,NA,22,5,0,stimuli/images/fruits/leaning_pears.png,stimuli/images/places/millau_bridge.png,stimuli/cues/suppress_cue_image.png,stimuli/images/fruits/cut_pears05.png
fruits,faces,maintain,2,left,5,novel,NA,23,5,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/george_clooney.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/cut_pears02.png
fruits,places,replace,2,right,5,uncued,faces,24,4,1,stimuli/images/fruits/honeydew_half.png,stimuli/images/places/gherkin.png,stimuli/images/faces/kobe_bryant.png,stimuli/images/fruits/honeydew_half.png
places,faces,suppress,3,left,6,novel,NA,1,3,0,stimuli/images/places/cinderella_castle.png,stimuli/images/faces/alex_rodriguez.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/john_kerry.png
faces,places,maintain,0,right,6,cued,NA,2,3,0,stimuli/images/faces/blake_shelton.png,stimuli/images/places/mount_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/places/mount_fuji.png
faces,fruits,maintain,2,right,6,novel,NA,3,4,0,stimuli/images/faces/brad_pitt.png,stimuli/images/fruits/sliced_fuji.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/golden_apple.png
fruits,faces,suppress,1,left,6,uncued,NA,4,3,0,stimuli/images/fruits/gala_apple_leaf.png,stimuli/images/faces/abby_wambach.png,stimuli/cues/suppress_cue_image.png,stimuli/images/faces/abby_wambach.png
fruits,places,suppress,1,left,6,uncued,NA,5,3,0,stimuli/images/fruits/fresh_fuji.png,stimuli/images/places/flatiron_building.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/flatiron_building.png
fruits,faces,replace,0,left,6,lure,places,6,5,0,stimuli/images/fruits/halved_watermelon02.png,stimuli/images/faces/zoe_saldana.png,stimuli/images/places/distant_mountains.png,stimuli/images/fruits/halved_watermelon02.png
places,fruits,suppress,0,left,6,lure,NA,7,4,0,stimuli/images/places/glass_bridge.png,stimuli/images/fruits/cantaloupe_sliced03.png,stimuli/cues/suppress_cue_image.png,stimuli/images/places/glass_bridge.png
fruits,places,replace,3,right,6,novel,faces,8,4,0,stimuli/images/fruits/whole_pears.png,stimuli/images/places/piza.png,stimuli/images/faces/aaron_rodgers.png,stimuli/images/fruits/apple_green.png
places,fruits,replace,3,left,6,novel,faces,9,5,0,stimuli/images/places/covered_bridge.png,stimuli/images/fruits/cut_cantaloupe.png,stimuli/images/faces/macklemore.png,stimuli/images/places/kailash.png
places,faces,replace,2,right,6,uncued,fruits,10,3,0,stimuli/images/places/harvard.png,stimuli/images/faces/rand_paul.png,stimuli/images/fruits/green_grapes.png,stimuli/images/places/harvard.png
faces,fruits,maintain,1,left,6,uncued,NA,11,5,0,stimuli/images/faces/joe_biden.png,stimuli/images/fruits/pear03.png,stimuli/cues/maintain_cue_image.png,stimuli/images/fruits/pear03.png
faces,places,replace,1,left,6,replacement,fruits,12,5,0,stimuli/images/faces/rihanna.png,stimuli/images/places/millau_bridge.png,stimuli/images/fruits/watermelon.png,stimuli/images/fruits/watermelon.png
